,Unnamed: 0,db_id,original_sql,rewritten_sql,activated_rules,original_logical_plan
45,45,imdb,"SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.production_year=1999;",SELECT * FROM (SELECT * FROM title WHERE production_year = 1999) AS t158 INNER JOIN cast_info AS cast_info60 ON t158.id = cast_info60.movie_id INNER JOIN movie_info AS movie_info60 ON t158.id = movie_info60.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
46,46,imdb,"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND mi_idx.info_type_id<101 AND mk.keyword_id>117;",SELECT * FROM title AS title59 INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id < 101) AS t213 ON title59.id = t213.movie_id INNER JOIN (SELECT * FROM movie_keyword WHERE keyword_id > 117) AS t214 ON title59.id = t214.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
47,47,imdb,"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND mk.keyword_id<1037;",SELECT * FROM title AS title60 INNER JOIN movie_info_idx AS movie_info_idx60 ON title60.id = movie_info_idx60.movie_id INNER JOIN (SELECT * FROM movie_keyword WHERE keyword_id < 1037) AS t158 ON title60.id = t158.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
48,48,imdb,"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.production_year<2006 AND ci.person_id<438540 AND ci.role_id=1;","SELECT * FROM (SELECT * FROM (SELECT * FROM title WHERE production_year < 2006) AS t, movie_companies WHERE t.id = movie_companies.movie_id) AS t0, (SELECT * FROM cast_info WHERE person_id < 438540 AND role_id = 1) AS t1 WHERE t0.id = t1.movie_id;",['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
49,49,imdb,"SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.kind_id<7 AND ci.person_id=2411392 AND mi.info_type_id=3;",SELECT * FROM (SELECT * FROM title WHERE kind_id < 7) AS t271 INNER JOIN (SELECT * FROM cast_info WHERE person_id = 2411392) AS t272 ON t271.id = t272.movie_id INNER JOIN (SELECT * FROM movie_info WHERE info_type_id = 3) AS t273 ON t271.id = t273.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
50,50,imdb,"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.kind_id=1 AND ci.person_id<1799274 AND ci.role_id<10 AND mk.keyword_id>12888;",SELECT * FROM (SELECT * FROM title WHERE kind_id = 1) AS t282 INNER JOIN (SELECT * FROM cast_info WHERE person_id < 1799274 AND role_id < 10) AS t283 ON t282.id = t283.movie_id INNER JOIN (SELECT * FROM movie_keyword WHERE keyword_id > 12888) AS t284 ON t282.id = t284.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
51,51,imdb,"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND mk.keyword_id<6069;",SELECT * FROM title AS title60 INNER JOIN cast_info AS cast_info60 ON title60.id = cast_info60.movie_id INNER JOIN (SELECT * FROM movie_keyword WHERE keyword_id < 6069) AS t158 ON title60.id = t158.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
52,52,imdb,"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.kind_id=6 AND t.production_year<2002 AND ci.person_id>2403322 AND ci.role_id>3;",SELECT * FROM (SELECT * FROM title WHERE kind_id = 6 AND production_year < 2002) AS t222 INNER JOIN (SELECT * FROM cast_info WHERE person_id > 2403322 AND role_id > 3) AS t223 ON t222.id = t223.movie_id INNER JOIN movie_keyword AS movie_keyword61 ON t222.id = movie_keyword61.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
53,53,imdb,"SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.kind_id<7 AND t.production_year<1965;",SELECT * FROM (SELECT * FROM title WHERE kind_id < 7 AND production_year < 1965) AS t INNER JOIN movie_companies ON t.id = movie_companies.movie_id INNER JOIN movie_info ON t.id = movie_info.movie_id;,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
54,54,imdb,"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.production_year=2010 AND mk.keyword_id<20875;",SELECT * FROM (SELECT * FROM title WHERE production_year = 2010) AS t222 INNER JOIN movie_info AS movie_info61 ON t222.id = movie_info61.movie_id INNER JOIN (SELECT * FROM movie_keyword WHERE keyword_id < 20875) AS t223 ON t222.id = t223.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
55,55,imdb,"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.kind_id=1 AND t.production_year>2008 AND mi.info_type_id=7 AND mk.keyword_id<13399;",SELECT * FROM (SELECT * FROM title WHERE kind_id = 1 AND production_year > 2008) AS t271 INNER JOIN (SELECT * FROM movie_info WHERE info_type_id = 7) AS t272 ON t271.id = t272.movie_id INNER JOIN (SELECT * FROM movie_keyword WHERE keyword_id < 13399) AS t273 ON t271.id = t273.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
56,56,imdb,"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.kind_id=4 AND t.production_year<2011 AND mc.company_id>3139 AND mc.company_type_id<2;",SELECT * FROM (SELECT * FROM title WHERE kind_id = 4 AND production_year < 2011) AS t222 INNER JOIN (SELECT * FROM movie_companies WHERE company_id > 3139 AND company_type_id < 2) AS t223 ON t222.id = t223.movie_id INNER JOIN cast_info AS cast_info61 ON t222.id = cast_info61.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
57,57,imdb,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND ci.person_id>188560;",SELECT * FROM title AS title59 INNER JOIN (SELECT * FROM cast_info WHERE person_id > 188560) AS t155 ON title59.id = t155.movie_id INNER JOIN movie_info_idx AS movie_info_idx59 ON title59.id = movie_info_idx59.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
58,58,imdb,"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND t.production_year>2011 AND ci.person_id<175762;",SELECT * FROM (SELECT * FROM title WHERE kind_id < 7 AND production_year > 2011) AS t213 INNER JOIN (SELECT * FROM cast_info WHERE person_id < 175762) AS t214 ON t213.id = t214.movie_id INNER JOIN movie_keyword AS movie_keyword59 ON t213.id = movie_keyword59.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
59,59,imdb,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND ci.person_id>509542 AND ci.role_id>3 AND mi_idx.info_type_id>101;",SELECT * FROM title AS title59 INNER JOIN (SELECT * FROM cast_info WHERE person_id > 509542 AND role_id > 3) AS t213 ON title59.id = t213.movie_id INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id > 101) AS t214 ON title59.id = t214.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
60,60,imdb,"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.production_year=2008 AND mk.keyword_id<28744;",SELECT * FROM (SELECT * FROM title WHERE production_year = 2008) AS t218 INNER JOIN movie_info AS movie_info60 ON t218.id = movie_info60.movie_id INNER JOIN (SELECT * FROM movie_keyword WHERE keyword_id < 28744) AS t219 ON t218.id = t219.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
61,61,imdb,"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.kind_id<7 AND t.production_year>1980 AND mc.company_type_id=2 AND ci.person_id>2726262 AND ci.role_id>1;",SELECT * FROM (SELECT * FROM title WHERE kind_id < 7 AND production_year > 1980) AS t276 INNER JOIN (SELECT * FROM movie_companies WHERE company_type_id = 2) AS t277 ON t276.id = t277.movie_id INNER JOIN (SELECT * FROM cast_info WHERE person_id > 2726262 AND role_id > 1) AS t278 ON t276.id = t278.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
62,62,imdb,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND ci.person_id>1692308 AND ci.role_id=6;",SELECT * FROM title AS title61 INNER JOIN (SELECT * FROM cast_info WHERE person_id > 1692308 AND role_id = 6) AS t162 ON title61.id = t162.movie_id INNER JOIN movie_info_idx AS movie_info_idx61 ON title61.id = movie_info_idx61.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
63,63,imdb,"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.kind_id=7 AND t.production_year>0 AND mk.keyword_id>12881;",SELECT * FROM (SELECT * FROM title WHERE kind_id = 7 AND production_year > 0) AS t213 INNER JOIN cast_info AS cast_info59 ON t213.id = cast_info59.movie_id INNER JOIN (SELECT * FROM movie_keyword WHERE keyword_id > 12881) AS t214 ON t213.id = t214.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
64,64,imdb,"SELECT * FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.production_year>2003 AND mi.info_type_id>18;",SELECT * FROM (SELECT * FROM title WHERE production_year > 2003) AS t213 INNER JOIN (SELECT * FROM movie_info WHERE info_type_id > 18) AS t214 ON t213.id = t214.movie_id INNER JOIN movie_info_idx AS movie_info_idx59 ON t213.id = movie_info_idx59.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
65,65,imdb,"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND ci.person_id>3322213 AND ci.role_id>2 AND mk.keyword_id>4030;",SELECT * FROM title AS title61 INNER JOIN (SELECT * FROM cast_info WHERE person_id > 3322213 AND role_id > 2) AS t222 ON title61.id = t222.movie_id INNER JOIN (SELECT * FROM movie_keyword WHERE keyword_id > 4030) AS t223 ON title61.id = t223.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
66,66,imdb,"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND mk.keyword_id<5557;",SELECT * FROM title INNER JOIN movie_companies ON title.id = movie_companies.movie_id INNER JOIN (SELECT * FROM movie_keyword WHERE keyword_id < 5557) AS t ON title.id = t.movie_id;,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
67,67,imdb,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND mk.keyword_id>245;",SELECT * FROM title INNER JOIN (SELECT * FROM movie_keyword WHERE keyword_id > 245) AS t ON title.id = t.movie_id;,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan']]]"
68,68,imdb,"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.kind_id=7 AND ci.person_id<799752;",SELECT * FROM (SELECT * FROM title WHERE kind_id = 7) AS t217 INNER JOIN (SELECT * FROM cast_info WHERE person_id < 799752) AS t218 ON t217.id = t218.movie_id INNER JOIN movie_keyword AS movie_keyword60 ON t217.id = movie_keyword60.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
69,69,imdb,"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND mi_idx.info_type_id<101 AND mk.keyword_id>7877;",SELECT * FROM title AS title60 INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id < 101) AS t218 ON title60.id = t218.movie_id INNER JOIN (SELECT * FROM movie_keyword WHERE keyword_id > 7877) AS t219 ON title60.id = t219.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
70,70,imdb,"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.kind_id>1 AND t.production_year<2005 AND mk.keyword_id<10571;",SELECT * FROM (SELECT * FROM title WHERE kind_id > 1 AND production_year < 2005) AS t213 INNER JOIN cast_info AS cast_info59 ON t213.id = cast_info59.movie_id INNER JOIN (SELECT * FROM movie_keyword WHERE keyword_id < 10571) AS t214 ON t213.id = t214.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
71,71,imdb,"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.kind_id=7 AND t.production_year<2011 AND ci.person_id<2999684 AND ci.role_id>2;",SELECT * FROM (SELECT * FROM title WHERE kind_id = 7 AND production_year < 2011) AS t222 INNER JOIN movie_companies AS movie_companies61 ON t222.id = movie_companies61.movie_id INNER JOIN (SELECT * FROM cast_info WHERE person_id < 2999684 AND role_id > 2) AS t223 ON t222.id = t223.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
72,72,imdb,"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.production_year>0 AND mc.company_id<30240 AND mc.company_type_id<2;",SELECT * FROM (SELECT * FROM title WHERE production_year > 0) AS t INNER JOIN (SELECT * FROM movie_companies WHERE company_id < 30240 AND company_type_id < 2) AS t0 ON t.id = t0.movie_id INNER JOIN cast_info ON t.id = cast_info.movie_id;,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
73,73,imdb,"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND t.production_year=1969 AND mk.keyword_id=1002;",SELECT * FROM (SELECT * FROM title WHERE kind_id < 7 AND production_year = 1969) AS t INNER JOIN movie_info ON t.id = movie_info.movie_id INNER JOIN (SELECT * FROM movie_keyword WHERE keyword_id = 1002) AS t0 ON t.id = t0.movie_id;,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
74,74,imdb,"SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.production_year=1956 AND mi.info_type_id=4;",SELECT * FROM (SELECT * FROM title WHERE production_year = 1956) AS t222 INNER JOIN cast_info AS cast_info61 ON t222.id = cast_info61.movie_id INNER JOIN (SELECT * FROM movie_info WHERE info_type_id = 4) AS t223 ON t222.id = t223.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
75,75,imdb,"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.kind_id=7 AND t.production_year=2012 AND ci.person_id<2764953;",SELECT * FROM (SELECT * FROM title WHERE kind_id = 7 AND production_year = 2012) AS t222 INNER JOIN (SELECT * FROM cast_info WHERE person_id < 2764953) AS t223 ON t222.id = t223.movie_id INNER JOIN movie_keyword AS movie_keyword61 ON t222.id = movie_keyword61.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
76,76,imdb,"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND mk.keyword_id<5887;",SELECT * FROM title AS title59 INNER JOIN cast_info AS cast_info59 ON title59.id = cast_info59.movie_id INNER JOIN (SELECT * FROM movie_keyword WHERE keyword_id < 5887) AS t155 ON title59.id = t155.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
77,77,imdb,"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id=7 AND t.production_year>1917 AND mi_idx.info_type_id=99;",SELECT * FROM (SELECT * FROM title WHERE kind_id = 7 AND production_year > 1917) AS t217 INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id = 99) AS t218 ON t217.id = t218.movie_id INNER JOIN movie_keyword AS movie_keyword60 ON t217.id = movie_keyword60.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
78,78,imdb,"SELECT * FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.kind_id>1 AND t.production_year>1969 AND mi_idx.info_type_id<101;",SELECT * FROM (SELECT * FROM title WHERE kind_id > 1 AND production_year > 1969) AS t222 INNER JOIN movie_info AS movie_info61 ON t222.id = movie_info61.movie_id INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id < 101) AS t223 ON t222.id = t223.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
79,79,imdb,"SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND ci.person_id=331539 AND mi.info_type_id=3;",SELECT * FROM title AS title61 INNER JOIN (SELECT * FROM cast_info WHERE person_id = 331539) AS t222 ON title61.id = t222.movie_id INNER JOIN (SELECT * FROM movie_info WHERE info_type_id = 3) AS t223 ON title61.id = t223.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
